cycle,pedigree_IDs
44860,"147282325,147284252,147279861,147277867,147283856,147282462,147281125,147279691,147280876,147277499,147282749,147284253,147281878,147279166,147282485,147277590,147284202,147280870,147281455,147280550,147279139,147282970,147278327,147282790,147280497,147282967,147284159,147279029,147281330,147277428,147278122,147280929,147283210,147281787,147284034,147281350,147278905,147282445,147281590,147278678,147284261,147279927,147284327,147282549,147282315,147281450,147280048,147282011,147283097,147281832,147280073,147279687,147283055,147281247,147277218,147278435,147280990,147281462,147278805,147277088,147279017,147280539,147283449,147279240,147281123,147280361,147279857,147279588,147279402,147278229,147283192,147278446,147284153,147278368,147282567,147278534,147277611,147278821,147281863,147277084,147280009,147282100,147282333,147280110,147282132,147283567,147281723,147283619,147279774,147277245,147280716,147281927,147278137,147283327,147278670,147280511,147281014,147282400,147282040,147278157,147278551,147278841,147277931,147282253,147282995,147283625,147282179,147283427,147279812,147281403,147281445,147282593,147278472,147281744,147279568,147284041,147278139,147283660,147284386,147279239,147277125"
44865,"147297865,147296487,147295056,147295626,147295909,147296823,147300179,147295791,147296252,147295959,147294679,147297749,147295446,147296474,147295341,147294814,147299997,147296541,147296500,147299955,147296276,147294887,147294609,147295152,147295667,147294601,147296212,147299777,147299899,147294863,147297538,147296028,147297287,147294293,147294775,147299730,147294280,147295779,147295344,147296378,147294592,147294810,147295069,147294155,147299733,147300183,147299731,147295262,147299575,147296055,147295773,147296046,147294622,147297915,147295434,147296788,147294867,147294967,147294239,147294854,147297489,147299820,147296454,147296460,147296139,147297451,147297399,147294578,147299647,147296292,147299071,147295336,147299164,147294920,147295858,147294345,147298630,147295522,147295698,147298951,147295212,147295018,147299816,147299025,147296756,147298993,147294128,147298076,147296242,147295536,147297851,147294762,147298474,147295450,147296297,147296343,147294702,147299357,147296190,147294980,147295923,147299781,147294585,147295912,147299651,147296734,147296426,147295088,147299686,147297569,147300142,147294197,147298565,147296742,147297734,147295134,147295872,147299600,147294657,147294642,147295449,147298444,147295142,147299624,147295921,147298137,147294684,147295646,147296966,147298986,147297800,147295237,147294495,147294458,147296499,147294685,147295569,147294304,147295945,147296098,147297613,147295075,147295327,147299560,147295948,147296189,147295637,147296536,147295993,147298379,147294295,147294193,147300236,147295095,147295361,147294340,147294911,147295542,147295604,147300039,147294316,147298276,147296150,147294640,147294929,147299542,147295388,147294742,147295485,147296107,147294943,147299694,147296429,147294705,147294861,147294359,147298330,147296179,147294558,147297271,147295538,147298569,147296942,147296952,147295599,147296321"
44870,"147314486,147312555,147312254,147316342,147316340,147312457,147311312,147316074,147316026,147310960,147315876,147313575,147316596,147310590,147315780,147316212,147315068,147316547,147316236,147314874,147311043,147315874,147314620,147315129,147316349,147316550,147312389,147315233,147314952,147315926,147315557,147315666,147315231,147315451,147311701,147312526,147315362,147311228,147315748,147315893,147314481,147311084,147314269,147310870,147314869,147313151,147313382,147314139,147315820,147315216,147314163,147316562,147316011,147313927,147315180,147313982,147316354,147315143,147313881,147315672,147314781,147314867,147316380,147315173,147314934,147314794,147310592,147315320,147315859,147315159,147316036,147316037,147311162,147312576,147315497,147315144,147315964,147311067,147314607,147312232,147314870,147314204,147311721,147316165,147315044,147311404,147315184,147313676,147314138,147315541,147315791,147312944,147316336,147314270,147315680,147315503,147314028,147315598,147312394,147314124,147310622,147311207,147313314,147313888,147316010,147311231,147314499,147315042,147314697,147315960,147316096,147316087,147314731,147314344,147316483,147315923,147312983,147311507,147315988,147312649,147313282,147314282,147312447,147315205,147316610,147315857,147316153,147316007,147314324,147315933,147312891,147314147,147310861,147314263,147313568,147315830,147316114,147314768,147313562,147315041,147312367,147310444,147316278,147316333,147313447,147314297,147316489,147316389,147313859,147311349,147315612,147314684,147314546,147314656,147313042,147316286,147315605,147311322,147314713,147311926,147315361,147314547,147315968,147316565,147311026,147315638,147314802,147315658,147312205,147313402,147313910,147314549,147315272,147316083,147314349,147312342,147310446,147315635,147316582,147314793,147314207,147314757,147316580,147310416,147316045,147315570,147312262,147314899,147314779"
44875,"147332377,147331652,147330567,147331996,147331231,147329144,147329735,147327937,147332024,147329508,147329133,147329320,147328995,147330823,147331857,147331346,147327895,147329304,147327572,147327578,147330144,147328468,147330365,147330772,147333877,147332702,147333285,147333773,147330973,147333264,147331639,147333263,147327634,147327162,147332597,147333740,147329683,147331087,147330618,147330831,147332864,147332828,147332260,147331361,147328857,147328919,147329972,147328501,147329331,147333511,147326644,147332997,147327066,147327288,147332184,147333910,147326974,147330238,147329582,147333576,147329192,147332796,147330458,147330410,147328389,147333251,147331663,147332167,147333717,147332508,147327775,147332754,147329321,147331005,147330136,147333686,147326675,147328044,147327453,147329037,147327563,147330239,147329680,147331627,147332509,147333121,147327087,147327340,147327451,147331356,147332316,147330804,147330645,147327515,147328369,147330580,147329807,147330329,147328095,147330174,147328442,147332755,147328509,147331923,147332357,147328898,147327055,147333642,147329262,147328431,147329892,147333502,147333054,147328065,147329174,147333205,147327270,147326808,147327565,147332937,147332617,147327366,147332691,147328379,147327864,147333062"
44880,"147344978,147346165,147345089,147344142,147348975,147347599,147347117,147344184,147345343,147347467,147345514,147347600,147346095,147344599,147345353,147347220,147344513,147345246,147347428,147345201,147345337,147344262,147344914,147345073,147349646,147348998,147345539,147345869,147345705,147348477,147345395,147347663,147346886,147344364,147347327,147346244,147344572,147347124,147347919,147349282,147345151,147345561,147348336,147349370,147345470,147344626,147345703,147349309,147344308,147345795,147348535,147345290,147344628,147346224,147345013,147346958,147347863,147344712,147346428,147345983,147346380,147350008,147346767,147345239,147345788,147344376,147344748,147347841,147347163,147347586,147347918,147345896,147346340,147344367,147349958,147344218,147349982,147345355,147347229,147344918,147346032,147343989,147344613,147346323,147348887,147346991,147347754,147344894,147344472,147344393,147344896,147345556,147347751,147344625,147345281,147345927,147345610,147344989,147349832,147343986,147345122,147344305,147346084,147345464,147345032,147345739,147347098,147348912,147344708,147344622,147344869,147345033,147344788,147346820,147349183,147344038,147346371,147345534,147346111,147347601,147345233,147346116,147344915,147348145,147344964,147348818,147348070,147345117,147347389,147345218,147344123,147347934,147348767,147349633,147349829,147344207,147345695,147344311,147347343,147344130,147345650,147345429,147348067,147344943,147345339,147348081,147347077,147345347,147349221,147344447,147346541,147344510,147347656,147344094,147345381,147344730,147345066,147345294,147346257,147344375,147345157,147346113,147345346,147345196,147344147,147345945,147346298,147344324,147349654,147344037,147344584,147344201,147348310,147346374,147345283,147345826,147346694,147344212,147344302,147349208,147347804,147345625,147349220"
44885,"147363505,147364475,147364232,147364437,147361398,147360481,147361799,147365201,147363743,147365055,147363740,147363048,147363482,147361644,147359478,147360059,147365070,147360046,147362525,147364189,147363145,147362170,147361274,147363325,147363314,147364149,147363457,147360004,147363486,147364912,147363474,147364101,147363163,147364286,147359677,147363353,147362384,147362915,147364136,147362614,147360464,147365407,147364337,147359479,147364097,147363261,147364941,147362539,147364160,147364881,147365538,147360856,147360817,147364214,147364115,147363000,147364309,147362043,147362820,147363557,147365383,147364233,147365373,147363114,147361739,147363859,147364626,147365310,147364201,147362464,147363961,147365511,147363928,147362963,147363037,147364486,147360698,147363983,147364732,147365087,147363678,147365347,147363544,147362839,147364733,147361292,147360445,147360849,147365471,147359522,147364705,147362376,147362527,147365184,147362986,147362547,147364747,147362202,147363624,147363642,147360470,147362713,147365137,147361470,147363312,147363813,147363085,147364996,147364249,147363484,147362957,147364708,147362552,147364884,147364484,147359918,147364873,147359994,147364631,147361531,147360241,147365282,147363739,147361500,147360818,147365411,147360132,147364651,147365362,147360918,147359476,147365105,147363576,147363733,147361316,147364043,147361461,147363418,147361062,147365088,147365051,147364135,147363533,147363926,147363736,147363663,147362780,147365010,147361040,147365143,147364448,147359816,147363297,147364395,147364462,147362285,147363212,147361937,147362140,147364867,147365205,147362273,147363665,147364793,147361449,147362044,147362897,147364654,147359572,147362952,147365197,147363216,147364295,147360049,147364963,147363134,147364722,147360255,147365470,147365045,147364096,147360143,147362657,147360663,147364449,147361519,147361634,147365189,147365547,147363071,147365018,147364833"
44890,"147376429,147380277,147381827,147380765,147382125,147379201,147377823,147380078,147381886,147378834,147378395,147377005,147379535,147380313,147381291,147380128,147376972,147381382,147381871,147382475,147376180,147379109,147380821,147379993,147381928,147375637,147376219,147376941,147378185,147380956,147377723,147379727,147380806,147376862,147375609,147378746,147378362,147376592,147377350,147378416,147375934,147375879,147375481,147381314,147375806,147379846,147376769,147381258,147380352,147379618,147380638,147376495,147376326,147380655,147382530,147380476,147378311,147380867,147378959,147375680,147382051,147376953,147381047,147376513,147376071,147382448,147381894,147375828,147379738,147379029,147381874,147382029,147377420,147379634,147380825,147381797,147376444,147375918,147380413,147381458,147376657,147378901,147382170,147381719,147377427,147379017,147377604,147379328,147380918,147377580,147380483,147380607,147380415,147379880,147379523,147381548,147380305,147379858,147381924,147378498,147377844,147377565,147377977,147376550,147378552,147377857,147382436,147377449,147381035,147379507,147381240,147381584,147376864,147380791,147380166,147381660,147380506,147380207,147382025,147378153,147376111,147376538,147379706,147377751,147377327"
44895,"147398443,147395587,147396879,147398747,147393140,147398870,147398228,147397315,147395664,147392676,147394172,147394468,147393673,147394216,147397091,147395031,147392901,147398319,147393754,147395313,147394653,147397655,147397027,147395291,147394658,147394726,147395217,147394106,147394298,147395776,147397532,147394231,147394415,147392670,147392769,147398088,147397539,147394855,147394152,147392763,147398538,147393095,147394821,147393707,147398752,147393931,147393125,147394694,147393800,147394413,147398278,147394440,147393351,147393736,147393028,147398412,147394466,147392720,147397776,147396294,147394838,147393287,147397134,147397971,147392801,147394476,147393036,147393499,147398501,147393805,147393845,147393462,147396767,147393565,147395032,147394750,147398522,147394146,147395135,147397860,147395839,147395123,147395608,147393710,147394527,147394679,147397881,147396699,147397733,147398013,147393843,147393951,147398713,147393393,147394228,147396911,147395009,147394966,147394042,147394141,147395703,147398383,147396348,147398122,147392920,147396442,147394875,147393210,147393101,147394221,147394122,147395231,147393052,147394935,147394337,147394809,147392778,147393923,147398354,147393213,147396536,147398717,147393758,147393917,147394723,147393298,147396427,147392614,147393198,147393268,147398427,147393968,147394542,147394401,147392674,147393038,147393195,147395100,147393017,147395060,147394251,147393404,147396407,147392976,147394311,147398255,147393576,147396964,147394212,147392954,147392907,147396773,147394545,147393880,147394186,147397190,147393812,147393369,147394879,147394383,147394574,147393209,147397479,147396659,147397752,147396848,147398748,147398017,147394136,147392828,147398320,147398458,147393834,147393781,147392939,147393996,147394490,147398276,147394716,147396711,147394363,147398855,147392906,147392662,147392847,147395341,147394586,147392655,147393009"
44900,"147414000,147414706,147412527,147412775,147410472,147413730,147413482,147412919,147413921,147413367,147413888,147412050,147411197,147409600,147412718,147413704,147414217,147414481,147410030,147413419,147410725,147414775,147414864,147412674,147415069,147413406,147413984,147414613,147413066,147414413,147409369,147414186,147414723,147414964,147413222,147409176,147415020,147414689,147413270,147412850,147412623,147414818,147413525,147413239,147414538,147411289,147415108,147412982,147414841,147414791,147412042,147409980,147410307,147413972,147411726,147414592,147414003,147412963,147413375,147412836,147414608,147409584,147414822,147414950,147412980,147414909,147413318,147414089,147411168,147412778,147414291,147415066,147413960,147414402,147411386,147413111,147412604,147410331,147413552,147415063,147415156,147411940,147409122,147414855,147410959,147413461,147413023,147414104,147409801,147410661,147411394,147414388,147413583,147409478,147414900,147410143,147413298,147409005,147413719,147414456,147411066,147413794,147413688,147411434,147413014,147412427,147409942,147411196,147409917,147413664,147414488,147409044,147411366,147412761,147412842,147414289,147412216,147413257,147412909,147412020,147411527,147411581,147414260,147409089,147414136,147409329,147413232,147413841,147411024,147414741,147412538,147414732,147414815,147414219,147413986,147414108,147409251,147413261,147415104,147414207,147414317,147414209,147410925,147414335,147414196,147413242,147413176,147411966,147414471,147409416,147412820,147414540,147413536,147412271,147413365,147414421,147414074,147412182,147413702,147413736,147409921,147409644,147409475,147414343,147409360,147413338,147414674,147410756,147413745,147409883,147409411,147413686,147412991,147414236,147413345,147414269,147413009,147409007,147414530,147412855,147409375,147414119,147414701"
44905,"147430589,147431385,147426256,147430833,147430954,147426879,147427837,147430572,147429531,147424826,147431236,147427136,147426159,147425565,147431111,147427754,147430681,147430329,147429581,147429921,147430315,147425685,147431043,147429101,147426978,147427273,147427075,147426156,147425537,147429102,147425808,147428843,147429042,147427356,147426923,147425892,147429198,147427031,147430421,147430809,147426223,147427739,147430691,147430048,147428950,147430560,147427493,147427656,147430696,147426164,147431056,147425055,147425548,147431123,147428531,147428398,147424857,147425579,147430525,147425080,147428607,147426640,147425631,147430472,147428027,147429875,147427259,147425000,147426250,147430955,147427150,147428104,147424647,147427505,147430479,147430831,147431615,147430623,147429890,147428658,147427504,147427818,147429813,147427122,147428881,147429133,147428894,147431463,147429949,147427582,147431573,147428619,147430566,147430039,147431323,147431060,147426017,147428859,147430517,147430436,147426212,147428326,147428970,147427725,147430335,147429566,147428904,147425137,147428830,147431300,147424847,147425813,147429987,147429169,147431261,147428698,147427526,147427603,147429858,147430830"
44910,"147445444,147445040,147442298,147444681,147442845,147441649,147443885,147441715,147444094,147442572,147446922,147443042,147446345,147442661,147441798,147442106,147442117,147442854,147442143,147442863,147442154,147443579,147443234,147444593,147441410,147445382,147444305,147441573,147446948,147441333,147441944,147445474,147442058,147442790,147441578,147447134,147443980,147441908,147442195,147444396,147441607,147441514,147445652,147442767,147443293,147442152,147446226,147444110,147442812,147442129,147444157,147441595,147444638,147442156,147443061,147442265,147444835,147443242,147446450,147443361,147443143,147444559,147442522,147441248,147443341,147441278,147441931,147442000,147443265,147444231,147442445,147442861,147442203,147441447,147443531,147443340,147443135,147443719,147445308,147442480,147442818,147441899,147443205,147442580,147442001,147442935,147441807,147441264,147442407,147445228,147447018,147443082,147442006,147442348,147446225,147442675,147441713,147442388,147441729,147445793,147442093,147442897,147445546,147445260,147443221,147443434,147443974,147442360,147443398,147445658,147441879,147441599,147443413,147441492,147442174,147441589,147442658,147443204,147442795,147445360,147443220,147447051,147446216,147443375,147443570,147444664,147441783,147443703,147441972,147442176,147447117,147442804,147445670,147445058,147442958,147442548,147445004,147442364,147446183,147441647,147442052,147441567,147441256,147441704,147442682,147442323,147447057,147441325,147447124,147442107,147442972,147442777,147446669,147442975,147445860,147442545,147444416,147442524,147444410,147443021,147442069,147443561,147441705,147442940,147443459,147443431,147446606,147441563,147442367,147446965,147441926,147442258,147443546,147443192,147442689,147442223,147442427"
44915,"147462243,147462017,147461878,147461232,147458277,147457447,147462389,147462300,147459884,147458740,147462663,147461126,147460567,147458088,147458245,147458283,147462421,147462623,147460738,147460955,147459093,147459944,147461688,147462569,147460417,147457615,147462861,147461825,147462304,147457878,147460423,147462404,147459829,147459438,147458960,147462397,147460618,147459954,147460769,147462665,147461320,147461963,147458857,147461082,147461270,147462291,147459890,147460638,147461589,147458765,147462724,147462874,147461794,147461298,147457073,147457252,147460896,147461110,147461062,147459284,147461502,147460552,147459745,147460946,147458646,147462092,147462125,147462822,147462713,147460593,147462591,147462778,147457559,147461857,147460077,147460421,147460601,147461754,147461481,147462305,147460704,147460647,147460945,147458890,147457661,147461375,147461425,147460991,147460526,147457273,147460573,147462748,147459175,147461767,147458568,147459067,147457850,147462834,147456887,147462273,147461448,147461200,147458195,147462185,147458690,147461440,147459419,147461109,147461488,147460474,147461673,147462060,147461885,147462607,147460525,147462354,147458139,147460858,147461795,147460824,147461353,147460805,147462722,147462003,147461250,147462563,147458984,147459259,147460721,147462808,147460487,147461621,147458063,147461487,147459905,147459593,147461948,147461416,147461649,147461031,147461237,147461337,147462429,147462725,147459607,147459638,147457450,147460565,147457868,147462667,147462165,147461347,147462905,147457028,147461007,147459211,147461889,147460899,147461851,147461534,147457378,147460887,147459677,147460934,147462074,147460925,147457417,147461839,147458439,147457853,147458333,147460466,147462134,147461947,147462373,147462162,147462019,147458066,147459821,147461364,147461145,147458594,147457680,147462161,147461083"
44920,"147480332,147473130,147477825,147476370,147479023,147475695,147475055,147476439,147476948,147476947,147476593,147479898,147473947,147479620,147479883,147480226,147473549,147473996,147474419,147473609,147474464,147474768,147478445,147478284,147479326,147475643,147473570,147479595,147475753,147475318,147477867,147478487,147476656,147478665,147473553,147473086,147477580,147477049,147475466,147473812,147480326,147474749,147473546,147477502,147475413,147473245,147473963,147473752,147479827,147480019,147474507,147480304,147479161,147476468,147476275,147474381,147478323,147478498,147479091,147474725,147477970,147476585,147479265,147476356,147477125,147473170,147477113,147475091,147474715,147475817,147473814,147473891,147475942,147478833,147479054,147478859,147474016,147476165,147478846,147475236,147478436,147477454,147477653,147475042,147474619,147474473,147473128,147479306,147476209,147473604,147476786,147480151,147475800,147479563,147475501,147476168,147475705,147477358,147474870,147473631,147479288,147477609,147477574,147480003,147473013,147475116,147476689,147476449,147476575,147478325,147477749,147480070,147475659,147476935,147473381,147478461,147479580,147473111,147476667,147478663,147478091,147477870,147479622,147478435,147476401"
44925,"147491807,147491779,147490465,147491675,147490304,147491603,147495019,147490169,147492208,147492244,147493689,147490916,147492102,147491543,147495841,147492007,147491240,147491414,147495348,147490691,147490633,147494117,147490041,147490708,147491620,147490697,147491211,147490287,147492258,147495836,147495306,147492419,147490543,147492781,147495770,147490521,147495124,147490769,147492245,147492452,147491216,147491749,147490709,147492959,147490438,147494517,147492224,147491789,147492249,147491352,147490741,147492788,147495263,147491027,147492345,147492218,147495844,147490397,147495839,147491053,147492107,147493636,147495318,147492517,147495504,147491159,147492361,147492115,147490366,147490641,147494913,147493323,147492397,147492096,147490790,147490151,147494009,147493275,147494600,147492359,147492436,147490135,147491739,147491477,147490134,147490627,147493396,147496149,147492394,147493385,147492454,147491063,147491948,147492210,147494538,147490029,147492035,147493094,147491972,147493104,147492736,147495793,147495801,147491533,147496133,147493163,147490609,147492288,147493893,147490285,147494109,147494883,147490233,147490423,147490491,147492412,147491595,147490197,147492089,147492012,147490667,147492203,147495408,147491843,147491250,147490450,147490096,147493362,147493887,147491192,147490589,147492727,147490805,147494756,147491008,147490748,147490406,147490752,147495393,147495489,147494048,147490968,147492088,147492392,147493080,147490725,147490536,147495041,147496105,147491396,147491618,147495329,147491069,147494377,147495245,147495235,147491000,147490693,147496139,147495368,147491266,147493030,147494250,147491991,147493594,147491057,147492186,147493889,147490351,147491077,147492682,147492292,147492367,147491730,147491134,147492518,147490477,147490563,147491578,147490065,147490747,147493498,147491898,147491812,147491996,147493010,147491293"
44930,"147509450,147506560,147509555,147510585,147510306,147512024,147511852,147509478,147511426,147511593,147510007,147510403,147510404,147511800,147510867,147510971,147510098,147510661,147510681,147506385,147508255,147508854,147509959,147511579,147510484,147510310,147510365,147511442,147510687,147506914,147511731,147507090,147511253,147510618,147509747,147506417,147510561,147508936,147511864,147508399,147509837,147511108,147507973,147510773,147510601,147511946,147507855,147511812,147510695,147510877,147507337,147509636,147510918,147509569,147509832,147508124,147508218,147511858,147509325,147510916,147510090,147507812,147509769,147511457,147511310,147510467,147509080,147511033,147508928,147511422,147511316,147508176,147510830,147511681,147509818,147511340,147509371,147510845,147510617,147509908,147510578,147509628,147511084,147511234,147512051,147510995,147509935,147509204,147510665,147511439,147511875,147510550,147508763,147510004,147512032,147511814,147511365,147511064,147508468,147506788,147510832,147511570,147511932,147511701,147509576,147511305,147511282,147507130,147510433,147510981,147510195,147510814,147509870,147509717,147511877,147509786,147511184,147509988,147507157,147510272,147511191,147511924,147509458,147511708,147510122,147508026,147508438,147511745,147511359,147511185,147511645,147511885,147511206,147508267,147511011,147509621,147509913,147509853,147509503,147509086,147509625,147510346,147506943,147511034,147511709,147508380,147509854,147509869,147506769,147509981,147509930,147510340,147511778,147511736,147511373,147510069,147507347,147511871,147511786,147510682,147507011,147507340,147511760,147507933,147509276,147510052,147511779,147506912,147508358,147508645,147508753,147511665,147511062,147508097,147510228,147508396,147506837,147507422"
44935,"147528206,147522092,147528680,147526427,147528184,147523450,147524514,147526758,147522420,147525625,147522922,147526676,147523708,147526541,147525786,147527056,147522884,147525097,147526010,147525241,147522381,147525577,147523587,147523447,147521687,147526878,147527955,147525630,147525892,147524704,147523434,147527084,147525941,147523874,147521709,147528342,147528694,147526063,147521652,147525700,147522274,147525394,147525313,147527265,147524045,147527795,147526091,147523348,147528531,147522170,147525321,147521672,147527262,147522339,147527710,147523677,147526327,147522995,147524002,147528524,147525487,147522599,147522627,147522789,147527199,147521849,147523309,147525486,147521966,147528334,147522598,147521971,147523924,147528569,147525362,147526237,147528261,147525242,147525568,147523638,147526664,147523813,147521763,147522664,147528105,147521881,147526163,147526375,147525888,147527358,147521982,147527280,147522340,147522482,147528103,147526396,147528031,147528045,147523413,147525399,147524075,147527718,147527554,147528409,147522132,147523349,147523462,147526296,147521841,147522330,147522824,147527200,147527516,147524043,147525364,147528306,147524516,147523325,147523272,147528769,147521677,147523045,147524929,147522575,147526771"
44940,"147544504,147539452,147542893,147539747,147540983,147542558,147539109,147542844,147540205,147539364,147540215,147541114,147540459,147542114,147540913,147541571,147539054,147540397,147539935,147539447,147538978,147539898,147542447,147544454,147539668,147544751,147543830,147544819,147540340,147541754,147543114,147539151,147540452,147539223,147540406,147544772,147543203,147543166,147539888,147543323,147540441,147543507,147543185,147539511,147542639,147541694,147538960,147540133,147539707,147542208,147540256,147541165,147541135,147543535,147540848,147541741,147541121,147540261,147539407,147539759,147541130,147541307,147543210,147540156,147545120,147539355,147541187,147545056,147538877,147541944,147544654,147540018,147539210,147541122,147540222,147539878,147542062,147543903,147539356,147540356,147541959,147540500,147540475,147539638,147540507,147544927,147541194,147543057,147539186,147542010,147541844,147540151,147541016,147541137,147540637,147539379,147539811,147540859,147540040,147545053,147539680,147539620,147540039,147539716,147540073,147540944,147544556,147544576,147542849,147541381,147543820,147542381,147540809,147542944,147542048,147540531,147539517,147539578,147544539,147538863,147539113,147540906,147539848,147539887,147539944,147542807,147540458,147539345,147540681,147542712,147539960,147540173,147538910,147539357,147542072,147539431,147539291,147544121,147542942,147541065,147543923,147541460,147540051,147544864,147539574,147538883,147542590,147539562,147541473,147540341,147542481,147540778,147541166,147542622,147541120,147545065,147541192,147543939,147540108,147538939,147539228,147539446,147542111,147543101,147543895,147541269,147539676,147542783,147539934,147541003,147540659,147541904,147541358,147539008,147540488,147540959,147539398,147540787,147539862,147539983,147539523,147540887,147540299,147542796,147541910,147541176,147539320,147544803"
44945,"147559912,147556574,147559566,147557886,147559489,147557645,147561035,147561859,147558493,147555879,147556715,147561757,147559121,147556773,147560637,147561516,147559699,147560090,147558161,147559524,147558957,147555653,147559948,147556711,147558992,147557036,147560656,147560482,147561063,147559983,147558920,147559914,147561220,147561729,147561773,147557033,147561206,147559695,147561305,147560125,147561073,147557685,147561235,147557716,147557538,147560581,147558074,147560674,147560829,147559284,147559798,147561678,147560967,147560268,147559834,147561091,147561144,147560487,147556754,147561814,147556497,147560650,147560176,147559399,147560384,147561723,147556308,147561024,147561492,147560868,147559930,147559714,147561704,147559954,147557732,147560525,147561726,147557516,147558924,147561852,147560154,147561544,147559957,147560804,147557032,147560422,147559501,147556963,147560733,147557784,147558715,147559553,147561586,147559904,147559841,147560565,147561478,147559640,147557832,147560735,147561049,147558098,147559961,147560152,147555893,147559477,147561496,147561725,147561323,147561321,147559436,147556372,147559877,147560279,147555552,147558211,147559852,147560749,147559410,147559584,147557165,147561760,147559366,147559748,147558569,147556155,147556848,147560673,147561562,147555753,147559936,147558935,147558136,147555628,147561503,147555657,147559626,147560318,147561504,147560527,147560608,147559820,147559826,147556395,147560245,147560393,147559726,147561764,147557021,147560602,147560454,147561523,147559825,147556442,147556467,147556037,147556477,147559491,147556808,147557397,147560344,147556043,147561443,147560564,147557420,147560077,147555505,147560266,147560479,147555488,147558630,147559684,147560103,147557646,147559348,147556881,147559891,147560842,147560789,147561708,147555888,147558731,147559248,147559814,147560355,147558564,147555775,147559789,147557012,147561277,147558315,147559030"
44950,"147572170,147573505,147572639,147572535,147571736,147575778,147575186,147571678,147577598,147576618,147577133,147572656,147573124,147576840,147577596,147575427,147577556,147576893,147573669,147574374,147572752,147576786,147571738,147572079,147572350,147571798,147572733,147573006,147572377,147576248,147573499,147576082,147572764,147574150,147574864,147574679,147578315,147573195,147573446,147577922,147575690,147574837,147578380,147571917,147574802,147577376,147574791,147574334,147576506,147577256,147574634,147577289,147574259,147573400,147578051,147577536,147575040,147574614,147573866,147573592,147576435,147572450,147575325,147577409,147573364,147572337,147572738,147572067,147574636,147578226,147572705,147576951,147578386,147576985,147578232,147577024,147576875,147577293,147573595,147574433,147574158,147571851,147572395,147575636,147577757,147577033,147578014,147572765,147578067,147572460,147573470,147575963,147573835,147575500,147571650,147577454,147572658,147577258,147571821,147576276,147576132,147572651,147576582,147572092,147573471,147571899,147573513,147573616,147575679,147576512,147575181,147574483,147574498,147576632,147571622,147575156,147572734"
44955,"147589873,147588928,147592599,147588370,147590030,147589090,147590187,147589435,147594152,147589470,147591393,147593543,147589632,147589739,147590695,147591322,147591443,147594016,147593640,147588681,147593857,147589408,147588010,147588794,147591039,147588868,147589768,147590071,147589876,147588024,147589575,147589955,147588820,147590232,147589966,147590511,147591450,147589033,147588344,147592620,147590525,147591196,147589732,147588030,147589883,147592886,147593565,147590046,147589235,147589539,147589190,147589871,147588956,147593748,147589745,147588893,147591999,147588195,147588677,147589605,147588943,147590974,147589141,147590722,147589058,147593465,147590560,147593955,147590234,147588314,147589430,147588948,147593900,147593275,147589250,147592833,147591659,147590381,147589703,147590065,147588035,147588119,147588861,147593099,147592441,147590502,147589423,147588720,147588732,147593884,147590640,147593844,147588172,147593566,147588482,147590888,147589229,147590028,147591897,147588428,147590098,147588328,147588976,147591017,147589595,147589220,147589894,147589994,147589171,147588543,147590140,147588118,147591399,147589998,147589450,147592775,147590395,147590129,147588955,147589572,147589749,147593231,147588566,147588930,147588134,147590080,147592985,147589843,147593093,147590438,147590941,147589559,147589881,147592350,147589330,147589079,147588490,147589542,147590368,147590101,147588376,147589560,147588236,147592927,147591407,147588375,147590287,147588781,147591850,147588055,147593389,147592614,147590057,147591683,147591333,147592407,147588858,147588655,147588876,147590402,147590243,147590188,147588129,147588849,147589746,147589583,147589499,147593052,147593554,147593614,147588947,147590286,147590227,147590476,147588325,147590157,147588695,147588358,147589969,147588234,147590985,147590741,147591561,147592997,147591321,147589625"
44960,"147608586,147609864,147608045,147609631,147608722,147605433,147605927,147608773,147608314,147610058,147605724,147608777,147608837,147607934,147608909,147608035,147609520,147609706,147608684,147609762,147608781,147609913,147607715,147604329,147608455,147608539,147610004,147604769,147609932,147609775,147606337,147605929,147606963,147609372,147609573,147608165,147606748,147609870,147607479,147608561,147606768,147609766,147610097,147607514,147609723,147608608,147604972,147608176,147609529,147610319,147607177,147609268,147608668,147608789,147608002,147607940,147608680,147609215,147609345,147605619,147609823,147607267,147608124,147607819,147606911,147606377,147608194,147609509,147605101,147607136,147607919,147609432,147604686,147609240,147608536,147606560,147608681,147604232,147608155,147606385,147605369,147606539,147609277,147609771,147607821,147609474,147609514,147610018,147608921,147609460,147608366,147610304,147610333,147604898,147607545,147606512,147608908,147609871,147608849,147609055,147605789,147608435,147608800,147608407,147609689,147609546,147609703,147609641,147607748,147605761,147608188,147610168,147608631,147610009,147607328,147609050,147608630,147607498,147604522,147604540,147608648,147607880,147609452,147607315,147606333,147607233,147609255,147606289,147609060,147608657,147608390,147606435,147608533,147609073,147610170,147604198,147608578,147605918,147604954,147604169,147608432,147607225,147609186,147606630,147606589,147606437,147606860,147608515,147604519,147608149,147609816,147607355,147609998,147604988,147609780,147608602,147610132,147608213,147606291,147610355,147608975,147608678,147610076,147609241,147609416,147607631,147608343,147608551,147605111,147607311,147610297,147604966,147607996,147609339,147604804,147605243,147609630,147609964,147609483,147606919,147608367,147607164,147610317,147607475,147609522,147609009"
